"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-02-17",,,"0.00","0.0","0.0","65","44"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-02-18",,,"0.01","0.0","0.0","59","43"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-02-19",,,"0.00","0.0","0.0","59","37"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-02-20",,,"0.00","0.0","0.0","63","32"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-02-21",,,"0.13","0.0","0.0","56","46"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-02-22",,,"0.00","0.0","0.0","59","41"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-02-23",,,"0.00","0.0","0.0","62","32"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-02-24",,,"0.00","0.0","0.0","66","39"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-02-25",,,"0.00","0.0","0.0","69","41"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-02-26",,,"0.00","0.0","0.0","71","41"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-02-27",,,"0.00","0.0","0.0","78","54"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-02-28",,,"0.00","0.0","0.0","81","51"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-01",,,"0.00","0.0","0.0","82","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-02",,,"0.00","0.0","0.0","81","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-03",,,"0.00","0.0","0.0","78","54"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-04",,,"0.00","0.0","0.0","77","54"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-05",,,"0.00","0.0","0.0","82","48"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-06",,,"0.00","0.0","0.0","85","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-07",,,"0.00","0.0","0.0","78","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-08",,,"0.00","0.0","0.0","69","51"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-09",,,"0.00","0.0","0.0","65","42"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-10",,,"0.00","0.0","0.0","67","41"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-11",,,"0.08","0.0","0.0","64","44"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-12",,,"0.08","0.0","0.0","65","51"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-13",,,"0.00","0.0","0.0","71","49"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-14",,,"0.00","0.0","0.0","66","45"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-15",,,"0.00","0.0","0.0","73","49"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-16",,,"0.00","0.0","0.0","81","50"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-17",,,"0.00","0.0","0.0","84","54"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-18",,,"0.00","0.0","0.0","89","55"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-19",,,"0.00","0.0","0.0","90","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-20",,,"0.00","0.0","0.0","81","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-21",,,"0.00","0.0","0.0","73","51"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-22",,,"0.00","0.0","0.0","80","46"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-23",,,"0.00","0.0","0.0","83","50"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-24",,,"0.00","0.0","0.0","84","53"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-25",,,"0.00","0.0","0.0","90","50"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-26",,,"0.00","0.0","0.0","90","54"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-27",,,"0.00","0.0","0.0","87","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-28",,,"0.00","0.0","0.0","85","56"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-29",,,"0.00","0.0","0.0","82","55"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-30",,,"0.00","0.0","0.0","85","55"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-03-31",,,"0.00","0.0","0.0","85","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-01",,,"0.00","0.0","0.0","89","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-02",,,"0.00","0.0","0.0","88","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-03",,,"0.00","0.0","0.0","81","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-04",,,"0.00","0.0","0.0","85","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-05",,,"0.00","0.0","0.0","80","60"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-06",,,"0.00","0.0","0.0","84","58"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-07",,,"0.00","0.0","0.0","92","60"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-08",,,"0.00","0.0","0.0","101","60"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-09",,,"0.00","0.0","0.0","98","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-10",,,"0.00","0.0","0.0","80","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-11",,,"0.00","0.0","0.0","82","53"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-12",,,"0.00","0.0","0.0","80","62"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-13",,,"0.00","0.0","0.0","85","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-14",,,"0.00","0.0","0.0","89","56"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-15",,,"0.00","0.0","0.0","88","62"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-16",,,"0.05","0.0","0.0","73","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-17",,,"0.00","0.0","0.0","86","53"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-18",,,"0.00","0.0","0.0","95","58"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-19",,,"0.00","0.0","0.0","102","60"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-20",,,"0.00","0.0","0.0","94","68"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-21",,,"0.00","0.0","0.0","87","62"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-22",,,"0.02","0.0","0.0","91","58"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-23",,,"0.00","0.0","0.0","94","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-24",,,"0.00","0.0","0.0","100","63"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-25",,,"0.00","0.0","0.0","101","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-26",,,"0.00","0.0","0.0","102","69"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-27",,,"0.00","0.0","0.0","99","68"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-28",,,"0.00","0.0","0.0","99","64"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-29",,,"0.03","0.0","0.0","82","64"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-04-30",,,"0.00","0.0","0.0","85","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-01",,,"0.00","0.0","0.0","90","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-02",,,"0.00","0.0","0.0","93","62"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-03",,,"0.00","0.0","0.0","95","62"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-04",,,"0.00","0.0","0.0","97","64"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-05",,,"0.00","0.0","0.0","95","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-06",,,"0.00","0.0","0.0","84","65"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-07",,,"0.00","0.0","0.0","87","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-08",,,"0.00","0.0","0.0","89","62"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-09",,,"0.00","0.0","0.0","89","64"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-10",,,"0.02","0.0","0.0","87","60"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-11",,,"0.00","0.0","0.0","85","62"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-12",,,"0.00","0.0","0.0","91","65"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-13",,,"0.00","0.0","0.0","95","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-14",,,"0.00","0.0","0.0","101","68"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-15",,,"0.00","0.0","0.0","100","70"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-16",,,"0.00","0.0","0.0","87","63"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-17",,,"0.00","0.0","0.0","82","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-18",,,"0.00","0.0","0.0","88","60"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-19",,,"0.00","0.0","0.0","81","62"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-20",,,"0.00","0.0","0.0","79","58"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-21",,,"0.00","0.0","0.0","81","53"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-22",,,"0.00","0.0","0.0","77","58"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-23",,,"0.00","0.0","0.0","80","54"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-24",,,"0.00","0.0","0.0","88","55"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-25",,,"0.00","0.0","0.0","91","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-26",,,"0.00","0.0","0.0","84","62"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-27",,,"0.00","0.0","0.0","80","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-28",,,"0.00","0.0","0.0","87","56"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-29",,,"0.00","0.0","0.0","94","64"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-30",,,"0.00","0.0","0.0","96","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-05-31",,,"0.00","0.0","0.0","96","64"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-01",,,"0.00","0.0","0.0","95","67"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-02",,,"0.00","0.0","0.0","94","65"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-03",,,"0.00","0.0","0.0","95","64"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-04",,,"0.00","0.0","0.0","98","65"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-05",,,"0.00","0.0","0.0","102","68"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-06",,,"0.00","0.0","0.0","101","70"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-07",,,"0.00","0.0","0.0","100","70"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-08",,,"0.00","0.0","0.0","102","71"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-09",,,"0.00","0.0","0.0","106","69"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-10",,,"0.00","0.0","0.0","110","76"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-11",,,"0.00","0.0","0.0","112","75"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-12",,,"0.00","0.0","0.0","114","80"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-13",,,"0.00","0.0","0.0","107","84"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-14",,,"0.00","0.0","0.0","104","77"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-15",,,"0.00","0.0","0.0","105","72"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-16",,,"0.00","0.0","0.0","105","72"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-17",,,"0.00","0.0","0.0","103","72"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-18",,,"0.00","0.0","0.0","103","72"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-19",,,"0.00","0.0","0.0","104","70"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-20",,,"0.00","0.0","0.0","105","73"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-21",,,"0.00","0.0","0.0","101","72"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-22",,,"0.00","0.0","0.0","101","71"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-23",,,"0.00","0.0","0.0","104","71"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-24",,,"0.00","0.0","0.0","105","70"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-25",,,"0.00","0.0","0.0","102","70"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-26",,,"0.00","0.0","0.0","102","71"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-27",,,"0.00","0.0","0.0","104","70"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-28",,,"0.00","0.0","0.0","106","68"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-29",,,"0.00","0.0","0.0","108","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-06-30",,,"0.00","0.0","0.0","108","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-01",,,"0.00","0.0","0.0","110","79"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-02",,,"0.00","0.0","0.0","107","79"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-03",,,"0.00","0.0","0.0","106","76"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-04",,,"0.00","0.0","0.0","105","73"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-05",,,"0.00","0.0","0.0","106","73"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-06",,,"0.00","0.0","0.0","106","76"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-07",,,"0.00","0.0","0.0","103","76"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-08",,,"0.00","0.0","0.0","103","71"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-09",,,"0.00","0.0","0.0","105","71"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-10",,,"0.00","0.0","0.0","109","76"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-11",,,"0.00","0.0","0.0","107","82"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-12",,,"0.00","0.0","0.0","115","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-13",,,"0.00","0.0","0.0","109","86"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-14",,,"0.00","0.0","0.0","111","87"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-15",,,"0.00","0.0","0.0","114","86"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-16",,,"0.00","0.0","0.0","114","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-17",,,"0.00","0.0","0.0","104","80"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-18",,,"0.00","0.0","0.0","108","77"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-19",,,"0.00","0.0","0.0","109","82"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-20",,,"0.00","0.0","0.0","107","80"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-21",,,"0.00","0.0","0.0","105","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-22",,,"0.00","0.0","0.0","101","84"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-23",,,"0.00","0.0","0.0","110","86"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-24",,,"0.00","0.0","0.0","99","87"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-25",,,"0.00","0.0","0.0","108","84"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-26",,,"0.00","0.0","0.0","110","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-27",,,"0.00","0.0","0.0","115","87"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-28",,,"0.00","0.0","0.0","112","89"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-29",,,"0.00","0.0","0.0","110","84"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-30",,,"0.00","0.0","0.0","104","87"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-07-31",,,"0.00","0.0","0.0","103","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-01",,,"0.00","0.0","0.0","109","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-02",,,"0.00","0.0","0.0","112","87"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-03",,,"0.00","0.0","0.0","114","87"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-04",,,"0.00","0.0","0.0","116","89"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-05",,,"0.00","0.0","0.0","116","87"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-06",,,"0.00","0.0","0.0","110","94"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-07",,,"0.05","0.0","0.0","102","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-08",,,"0.00","0.0","0.0","110","82"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-09",,,"0.00","0.0","0.0","105","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-10",,,"0.00","0.0","0.0","104","82"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-11",,,"0.00","0.0","0.0","107","77"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-12",,,"0.00","0.0","0.0","108","74"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-13",,,"0.00","0.0","0.0","110","74"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-14",,,"0.00","0.0","0.0","115","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-15",,,"0.00","0.0","0.0","116","82"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-16",,,"0.00","0.0","0.0","111","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-17",,,"0.00","0.0","0.0","108","80"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-18",,,"0.00","0.0","0.0","108","77"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-19",,,"0.00","0.0","0.0","109","76"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-20",,,"0.00","0.0","0.0","113","78"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-21",,,"0.00","0.0","0.0","116","77"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-22",,,"0.00","0.0","0.0","110","80"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-23",,,"0.00","0.0","0.0","104","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-24",,,"0.00","0.0","0.0","102","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-25",,,"0.00","0.0","0.0","103","82"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-26",,,"0.00","0.0","0.0","108","84"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-27",,,"0.00","0.0","0.0","110","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-28",,,"0.00","0.0","0.0","109","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-29",,,"0.00","0.0","0.0","109","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-30",,,"0.00","0.0","0.0","111","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-08-31",,,"0.00","0.0","0.0","110","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-01",,,"0.00","0.0","0.0","107","88"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-02",,,"0.00","0.0","0.0","105","83"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-03",,,"0.00","0.0","0.0","109","84"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-04",,,"0.00","0.0","0.0","111","87"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-05",,,"0.00","0.0","0.0","108","86"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-06",,,"0.00","0.0","0.0","108","85"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-07",,,"0.00","0.0","0.0","108","86"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-08",,,"0.00","0.0","0.0","104","80"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-09",,,"0.00","0.0","0.0","100","80"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-10",,,"0.00","0.0","0.0","100","77"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-11",,,"0.00","0.0","0.0","99","74"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-12",,,"0.00","0.0","0.0","102","73"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-13",,,"0.00","0.0","0.0","105","77"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-14",,,"0.00","0.0","0.0","106","73"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-15",,,"0.00","0.0","0.0","103","84"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-16",,,"0.00","0.0","0.0","102","81"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-17",,,"0.00","0.0","0.0","102","80"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-18",,,"0.00","0.0","0.0","101","76"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-19",,,"0.00","0.0","0.0","98","69"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-20",,,"0.00","0.0","0.0","95","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-21",,,"0.00","0.0","0.0","97","64"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-22",,,"0.00","0.0","0.0","98","77"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-23",,,"1.29","0.0","0.0","100","70"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-24",,,"0.00","0.0","0.0","88","70"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-25",,,"0.00","0.0","0.0","89","71"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-26",,,"0.00","0.0","0.0","87","71"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-27",,,"0.00","0.0","0.0","90","70"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-28",,,"0.00","0.0","0.0","92","73"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-29",,,"0.00","0.0","0.0","87","68"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-09-30",,,"0.00","0.0","0.0","87","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-01",,,"0.00","0.0","0.0","88","58"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-02",,,"0.00","0.0","0.0","91","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-03",,,"0.00","0.0","0.0","96","65"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-04",,,"0.00","0.0","0.0","95","65"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-05",,,"0.00","0.0","0.0","96","63"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-06",,,"0.00","0.0","0.0","98","63"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-07",,,"0.00","0.0","0.0","98","63"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-08",,,"0.00","0.0","0.0","98","63"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-09",,,"0.00","0.0","0.0","95","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-10",,,"0.00","0.0","0.0","82","65"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-11",,,"0.00","0.0","0.0","84","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-12",,,"0.00","0.0","0.0","88","58"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-13",,,"0.00","0.0","0.0","89","58"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-14",,,"0.00","0.0","0.0","90","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-15",,,"0.00","0.0","0.0","93","63"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-16",,,"0.00","0.0","0.0","97","66"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-17",,,"0.00","0.0","0.0","94","65"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-18",,,"0.00","0.0","0.0","88","62"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-19",,,"0.00","0.0","0.0","88","56"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-20",,,"0.00","0.0","0.0","89","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-21",,,"0.00","0.0","0.0","88","59"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-22",,,"0.00","0.0","0.0","94","62"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-23",,,"0.00","0.0","0.0","94","60"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-24",,,"0.00","0.0","0.0","88","67"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-25",,,"0.00","0.0","0.0","88","61"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-26",,,"0.00","0.0","0.0","88","53"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-27",,,"0.00","0.0","0.0","91","58"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-28",,,"0.00","0.0","0.0","71","49"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-29",,,"0.00","0.0","0.0","76","40"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-30",,,"0.00","0.0","0.0","66","49"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-10-31",,,"0.00","0.0","0.0","72","42"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-11-01",,,"0.00","0.0","0.0","77","45"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-11-02",,,"0.00","0.0","0.0","83","49"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-11-03",,,"0.00","0.0","0.0","85","48"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-11-04",,,"0.00","0.0","0.0","87","49"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-11-05",,,"0.00","0.0","0.0","88","53"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-11-06",,,"0.00","0.0","0.0","89","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-11-07",,,"0.00","0.0","0.0","88","54"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-11-08",,,"0.00","0.0","0.0","90","57"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-11-09",,,"0.00","0.0","0.0","89","60"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-11-10",,,"0.00","0.0","0.0","81","60"
"USW00003125","YUMA PROVING GROUND, AZ US","2019-11-11",,,"0.00","0.0","0.0","87","52"
